34.0824302#-117.7989746#34.0824302#-117.7989746,280900,301
41.7431396#-86.2909985#41.7431396#-86.2909985,279841,330
27.791317#-97.399174#27.791317#-97.399174,277729,317
40.5192274#-74.2132466#40.5154804#-74.2136955,276430,333
40.5154804#-74.2136955#40.5192274#-74.2132466,276430,286
38.7589#-77.0959#38.7589#-77.0959,271441,299
27.835069#-97.072276#27.835069#-97.072276,270400,289
42.0702416#-87.7260822#42.0702416#-87.7260822,268324,304
38.551789#-121.6208018#38.551789#-121.6208018,263169,292
38.9328558#-74.9579416#38.9328558#-74.9579416,261121,284
26.0724245#-98.1499547#26.0724245#-98.1499547,260100,269
42.8118175#-72.0036239#42.8118175#-72.0036239,256036,286
29.5611021#-94.390117#29.5611021#-94.390117,253009,291
41.6277095#-83.191884#41.6310555#-83.1958526,252672,277
41.6310555#-83.1958526#41.6277095#-83.191884,252672,285
40.5171956#-74.2139906#40.5154804#-74.2136955,248428,244
40.5154804#-74.2136955#40.5171956#-74.2139906,248428,287
29.5739994#-94.3904037#29.5739994#-94.3904037,248004,271
40.3261424#-75.1893997#40.3261424#-75.1893997,248004,274
37.17262#-80.3979#37.17262#-80.3979,247009,272
39.0682467#-77.3431492#39.0682467#-77.3431492,244036,261
34.7901193#-118.1181776#34.7901193#-118.1181776,244036,283
42.4622906#-76.5018492#42.4622906#-76.5018492,244036,281
43.62179#-84.243148#43.62179#-84.243148,241081,232
29.7560322#-95.0492263#29.7560322#-95.0492263,240100,247
39.4551493#-74.4200134#39.4551493#-74.4200134,239121,248
34.2670624#-118.385067#34.2670624#-118.385067,239121,274
33.6319153#-84.3880463#33.6319153#-84.3880463,238144,292
40.7771162#-73.9695739#40.786003#-73.96196,238128,277
40.786003#-73.96196#40.7771162#-73.9695739,238128,274
38.7695#-77.0494#38.7695#-77.0494,237169,258
42.4676667#-76.4511389#42.4676667#-76.4511389,233289,248
42.2697591#-72.3805644#42.2697591#-72.3805644,231361,265
39.464298#-74.417612#39.4551493#-74.4200134,229830,255
39.4551493#-74.4200134#39.464298#-74.417612,229830,239
43.2511023#-86.037524#43.2511023#-86.037524,228484,242
48.0917969#-117.74786#48.0917969#-117.74786,228484,269
42.4622906#-76.5018492#42.471354#-76.5034595,223782,270
42.471354#-76.5034595#42.4622906#-76.5018492,223782,245
31.4951992#-110.8566971#31.4951992#-110.8566971,223729,219
43.1756879#-87.8904211#43.1756879#-87.8904211,222784,269
32.2298515#-109.8243175#32.2298515#-109.8243175,222784,233
42.2514963#-83.8662332#42.2514963#-83.8662332,222784,272
42.2804522#-72.3479962#42.2804522#-72.3479962,222784,227
41.6183298#-83.1824684#41.6277095#-83.191884,222404,266
41.6277095#-83.191884#41.6183298#-83.1824684,222404,212
34.1767221#-118.4737308#34.1767221#-118.4737308,221841,241
39.464298#-74.417612#39.464298#-74.417612,220900,255
34.8192098#-86.6774948#34.8192098#-86.6774948,219961,241
37.69852#-123.002789#37.69852#-123.002789,219961,250
40.5146545#-74.2124928#40.5212324#-74.213022,217360,250
40.5212324#-74.213022#40.5146545#-74.2124928,217360,229
39.465#-74.4477778#39.465#-74.4477778,215296,248
40.6284153#-74.8412704#40.6284153#-74.8412704,214369,226
31.739938#-110.886147#31.739938#-110.886147,213444,234
38.9338272#-74.9550854#38.9403683#-74.9622944,212517,258
38.9403683#-74.9622944#38.9338272#-74.9550854,212517,239
29.6984073#-93.9481795#29.6984073#-93.9481795,211600,235
41.645338#-83.2403183#41.645338#-83.2403183,210681,256
40.7715482#-73.9724819#40.7760568#-73.9745951,210290,203
40.7760568#-73.9745951#40.7715482#-73.9724819,210290,233
39.417#-76.547#39.417#-76.547,209764,242
40.3017466#-75.0355081#40.3017466#-75.0355081,209764,220
39.8751#-86.3037#39.8751#-86.3037,208849,230
33.5242237#-112.286582#33.5242237#-112.286582,207025,253
47.65424#-122.29137#47.65424#-122.29137,205209,203
26.4781984#-80.144738#26.4781984#-80.144738,205209,212
44.2569829#-83.4456809#44.2569829#-83.4456809,205209,204
42.471354#-76.5034595#42.471354#-76.5034595,205209,252
31.7251514#-110.8801067#31.7271702#-110.8807518,205030,240
31.7271702#-110.8807518#31.7251514#-110.8801067,205030,206
45.0982759#-87.6315451#45.0982759#-87.6315451,204304,239
45.807444#-122.7432919#45.807444#-122.7432919,203401,216
39.5945199#-105.017302#39.5945199#-105.017302,203401,225
29.8247288#-95.6288409#29.8247288#-95.6288409,202500,228
31.7251514#-110.8801067#31.733668#-110.882269,200970,244
31.733668#-110.882269#31.7251514#-110.8801067,200970,217
26.17648#-98.2294094#26.17648#-98.2294094,200704,216
41.798405#-87.8844974#41.798405#-87.8844974,198916,208
29.6622847#-82.3618104#29.6622847#-82.3618104,197136,241
39.522482#-76.11444#39.522482#-76.11444,197136,216
38.9338272#-74.9550854#38.9325#-74.9591667,194460,231
38.9325#-74.9591667#38.9338272#-74.9550854,194460,169
41.08841#-112.186714#41.08841#-112.186714,192721,207
45.7272044#-88.0972179#45.7272044#-88.0972179,191844,222
38.9842736#-94.7965633#38.9842736#-94.7965633,190969,200
39.8861131#-75.2619372#39.8914715#-75.2571492,190120,217
39.8914715#-75.2571492#39.8861131#-75.2619372,190120,191
33.7026531#-118.050735#33.7026531#-118.050735,189225,195
42.2050771#-71.234107#42.2050771#-71.234107,188356,204
38.9359287#-74.9434519#38.9450248#-74.9337747,187605,236
38.9450248#-74.9337747#38.9359287#-74.9434519,187605,221
46.9052455#-124.5355225#46.9052455#-124.5355225,187489,198
47.6815336#-122.2505453#47.6815336#-122.2505453,187489,222
38.9328558#-74.9579416#38.9377865#-74.9670721,187026,218
38.9377865#-74.9670721#38.9328558#-74.9579416,187026,226
37.9106228#-75.3479719#37.9106228#-75.3479719,185761,215
42.756722#-70.8052111#42.7639008#-70.8022995,185493,219
42.7639008#-70.8022995#42.756722#-70.8052111,185493,209
27.9903088#-81.8592167#27.9903088#-81.8592167,184900,213
38.9133204#-76.9443433#38.9133204#-76.9443433,184041,201
29.6148414#-94.5344353#29.6148414#-94.5344353,184041,201
40.599291#-73.9203071#40.599291#-73.9203071,183184,203
26.5716209#-81.8258929#26.5716209#-81.8258929,181476,189
40.955141#-111.9191396#40.955141#-111.9191396,181476,192
42.7639008#-70.8022995#42.7737313#-70.8073997,180894,186
42.7737313#-70.8073997#42.7639008#-70.8022995,180894,212
32.3131068#-110.8113941#32.3131068#-110.8113941,180625,197
38.9328558#-74.9579416#38.9327948#-74.9651502,179361,200
38.9327948#-74.9651502#38.9328558#-74.9579416,179361,228
41.7131282#-71.8335526#41.7131282#-71.8335526,176400,187
32.68582#-117.2449932#32.68582#-117.2449932,176400,181
41.704511#-73.2261086#41.704511#-73.2261086,174724,179
31.7200828#-110.8787354#31.7200828#-110.8787354,174724,168
41.9614367#-87.6386046#41.9633833#-87.6344204,173394,206
41.9633833#-87.6344204#41.9614367#-87.6386046,173394,200
41.0364972#-74.1271909#41.0364972#-74.1271909,173056,214
41.560182#-87.1809533#41.560182#-87.1809533,170569,167
39.3152585#-76.875726#39.3152585#-76.875726,170569,220
29.594929#-95.2589295#29.594929#-95.2589295,169744,180
40.5798676#-79.9414158#40.5852128#-79.9344635,169719,210
40.5852128#-79.9344635#40.5798676#-79.9414158,169719,184
37.8304863#-122.5329514#37.8304863#-122.5329514,168921,189
45.9253729#-94.3245513#45.9253729#-94.3245513,168921,199
41.9632946#-87.6322746#41.9633833#-87.6344204,167466,183
41.9633833#-87.6344204#41.9632946#-87.6322746,167466,170
40.7771162#-73.9695739#40.7760568#-73.9745951,167280,183
40.7760568#-73.9745951#40.7771162#-73.9695739,167280,173
40.044253#-105.1867721#40.044253#-105.1867721,166464,194
40.6523083#-73.9904281#40.6523083#-73.9904281,166464,178
40.5154804#-74.2136955#40.5149472#-74.2170726,165858,180
40.5149472#-74.2170726#40.5154804#-74.2136955,165858,178
40.7536137#-73.9832328#40.7536137#-73.9832328,165649,168
44.0927942#-87.6501703#44.0927942#-87.6501703,164836,171
42.4796874#-76.4509829#42.4796874#-76.4509829,164836,181
41.4384878#-72.3888838#41.4384878#-72.3888838,163216,193
32.2102866#-110.9235907#32.2102866#-110.9235907,162409,177
39.7158527#-75.7233417#39.7158527#-75.7233417,160000,202
42.91703#-75.26832#42.91703#-75.26832,159201,171
40.77707#-73.965454#40.7715482#-73.9724819,158336,197
40.7715482#-73.9724819#40.77707#-73.965454,158336,172
40.6443418#-104.3433166#40.6443418#-104.3433166,156816,173
39.9176362#-83.2083893#39.9176362#-83.2083893,156025,170
38.9314387#-74.9535155#38.9338272#-74.9550854,155568,194
38.9338272#-74.9550854#38.9314387#-74.9535155,155568,174
37.553764#-122.0875025#37.553764#-122.0875025,155236,181
26.1400912#-97.1748233#26.1374859#-97.1735573,154624,189
26.1374859#-97.1735573#26.1400912#-97.1748233,154624,167
42.0332033#-72.5975322#42.0332033#-72.5975322,153664,166
32.1805717#-111.0074136#32.1805717#-111.0074136,153664,176
38.8636#-92.4504#38.8636#-92.4504,153664,171
47.662576#-122.12052#47.662576#-122.12052,153664,166
33.82865#-118.34328#33.82865#-118.34328,152881,151
43.83001#-70.02029#43.83001#-70.02029,152881,146
41.6289163#-83.1881225#41.6277095#-83.191884,152656,177
41.6277095#-83.191884#41.6289163#-83.1881225,152656,190
42.0146112#-83.2001495#42.0146112#-83.2001495,152100,166
41.1361956#-104.7753339#41.1361956#-104.7753339,151321,157
25.8519631#-97.4211788#25.8519631#-97.4211788,151321,169
41.9572041#-87.6425958#41.9633833#-87.6344204,151164,162
41.9633833#-87.6344204#41.9572041#-87.6425958,151164,184
28.5287339#-80.8282614#28.5287339#-80.8282614,150544,173
42.446935#-76.4375442#42.446935#-76.4375442,150544,172
42.4604469#-76.4789951#42.4604469#-76.4789951,149769,163
41.1157809#-73.3305955#41.1157809#-73.3305955,149769,185
40.5192274#-74.2132466#40.5192274#-74.2132466,148225,164
40.7138227#-74.463013#40.7138227#-74.463013,148225,164
27.9907635#-82.5801086#27.9907635#-82.5801086,147456,188
30.5565226#-97.6694494#30.5565226#-97.6694494,147456,162
38.0274109#-122.515583#38.0274109#-122.515583,145924,163
44.0705825#-123.2574606#44.0705825#-123.2574606,145161,149
34.1933989#-118.1758332#34.1933989#-118.1758332,145161,182
39.6394005#-104.8541031#39.6394005#-104.8541031,145161,178
40.7715482#-73.9724819#40.7795361#-73.9678896,144729,168
40.7795361#-73.9678896#40.7715482#-73.9724819,144729,129
40.50198#-86.77125#40.50198#-86.77125,144400,170
28.2259113#-80.7639313#28.2259113#-80.7639313,144400,146
39.1231188#-84.405935#39.1231188#-84.405935,143641,157
41.9048#-72.67874#41.9048#-72.67874,143641,176
40.5212324#-74.213022#40.5161888#-74.2222374,143260,160
40.5161888#-74.2222374#40.5212324#-74.213022,143260,153
41.8825315#-69.995712#41.8825315#-69.995712,142884,163
42.452658#-71.860671#42.452658#-71.860671,142884,138
39.163#-76.48#39.163#-76.48,142129,171
48.1013629#-122.5919294#48.1013629#-122.5919294,142129,170
33.8854488#-117.104104#33.8854488#-117.104104,142129,149
42.4724094#-76.4601243#42.4676667#-76.4511389,142002,179
42.4676667#-76.4511389#42.4724094#-76.4601243,142002,173
42.4787599#-76.4529133#42.4796874#-76.4509829,141694,138
42.4796874#-76.4509829#42.4787599#-76.4529133,141694,159
29.5502012#-98.2376217#29.5502012#-98.2376217,141376,159
28.5836#-81.3586#28.5836#-81.3586,141376,152
31.7221396#-110.8797151#31.7251514#-110.8801067,141085,153
31.7251514#-110.8801067#31.7221396#-110.8797151,141085,175
44.8306236#-93.2436534#44.8306236#-93.2436534,139876,145
41.9113796#-73.1168032#41.9113796#-73.1168032,139876,164
25.7340827#-80.3108552#25.7340827#-80.3108552,139876,136
42.8268013#-70.8180008#42.8268013#-70.8180008,137641,161
37.9871788#-102.6185596#37.9871788#-102.6185596,137641,157
39.016#-76.402#39.016#-76.402,136900,137
36.353507#-82.243048#36.353507#-82.243048,136161,146
43.130566#-77.613433#43.130566#-77.613433,136161,165
41.5445933#-81.6327095#41.5445933#-81.6327095,136161,139
45.3811203#-122.8353667#45.3811203#-122.8353667,136161,133
37.4975376#-122.4906063#37.4975376#-122.4906063,135424,161
41.3271309#-85.5203891#41.3271309#-85.5203891,134689,159
43.7813815#-72.2910637#43.7813815#-72.2910637,134689,152
38.9377865#-74.9670721#38.9377865#-74.9670721,133956,147
42.5116601#-83.2646111#42.5116601#-83.2646111,133956,147
38.9445079#-74.9704993#38.9445079#-74.9704993,133956,153
38.9377865#-74.9670721#38.9445079#-74.9704993,133956,140
38.9445079#-74.9704993#38.9377865#-74.9670721,133956,142
40.5132541#-74.213693#40.5212324#-74.213022,133380,159
40.5212324#-74.213022#40.5132541#-74.213693,133380,133
40.5212324#-74.213022#40.5190784#-74.2161327,133380,131
40.5190784#-74.2161327#40.5212324#-74.213022,133380,138
40.6602841#-73.9689534#40.6552806#-73.9702841,133285,178
40.6552806#-73.9702841#40.6602841#-73.9689534,133285,154
43.3289014#-72.1793587#43.3289014#-72.1793587,133225,137
40.5823284#-73.9153746#40.5823284#-73.9153746,133225,145
38.819#-76.752#38.819#-76.752,133225,143
40.5171956#-74.2139906#40.5192274#-74.2132466,133210,162
40.5192274#-74.2132466#40.5171956#-74.2139906,133210,150
34.0974841#-84.906646#34.0974841#-84.906646,132496,121
42.3455556#-72.615#42.3455556#-72.615,132496,160
37.2332937#-80.1323244#37.2332937#-80.1323244,131769,158
34.1879765#-118.1313837#34.1879765#-118.1313837,131769,160
40.7715482#-73.9724819#40.7778421#-73.9679231,131122,148
40.7778421#-73.9679231#40.7715482#-73.9724819,131122,152
40.7397136#-112.0437241#40.7397136#-112.0437241,131044,144
36.9790796#-121.8743567#36.9790796#-121.8743567,130321,136
42.9326652#-85.5839306#42.9326652#-85.5839306,130321,128
44.7406665#-90.841822#44.7406665#-90.841822,130321,144
25.6806539#-80.2726364#25.6806539#-80.2726364,130321,153
38.9377865#-74.9670721#38.9327948#-74.9651502,128466,157
38.9327948#-74.9651502#38.9377865#-74.9670721,128466,172
39.8090558#-83.148403#39.8090558#-83.148403,128164,112
33.899#-83.309551#33.899#-83.309551,127449,150
46.90955#-124.11679#46.90955#-124.11679,127449,127
47.663868#-122.4215317#47.663868#-122.4215317,126736,140
38.4810441#-122.7097203#38.4810441#-122.7097203,126736,134
40.5146545#-74.2124928#40.5154804#-74.2136955,126368,140
40.5154804#-74.2136955#40.5146545#-74.2124928,126368,128
41.3921905#-81.2050013#41.3921905#-81.2050013,126025,155
39.0197213#-77.4062964#39.0197213#-77.4062964,126025,139
39.1934881#-76.5353537#39.1934881#-76.5353537,126025,140
40.77707#-73.965454#40.7771162#-73.9695739,125952,138
40.7771162#-73.9695739#40.77707#-73.965454,125952,122
38.9637983#-74.960618#38.9613889#-74.9608333,125552,137
38.9613889#-74.9608333#38.9637983#-74.960618,125552,136
35.5102239#-92.6533768#35.5102239#-92.6533768,125316,128
43.1210442#-79.0557404#43.1210442#-79.0557404,125316,126
41.5366669#-74.5166702#41.5366669#-74.5166702,125316,116
41.8664#-87.6154#41.8664#-87.6154,124609,154
34.91203#-82.24901#34.91203#-82.24901,123904,146
38.9327948#-74.9651502#38.9327948#-74.9651502,123201,141
43.80059#-91.0936113#43.80059#-91.0936113,123201,138
44.9619436#-123.0604362#44.9619436#-123.0604362,122500,143
42.4787599#-76.4529133#42.4787599#-76.4529133,121801,136
41.582213#-83.768019#41.582213#-83.768019,121104,127
38.21197#-86.12187#38.21197#-86.12187,121104,141
38.9388161#-77.2650433#38.9388161#-77.2650433,121104,127
33.9303998#-83.3714676#33.9303998#-83.3714676,121104,143
40.7187618#-73.8357854#40.7187618#-73.8357854,121104,123
27.8398#-82.6705#27.8398#-82.6705,121104,142
41.8705675#-87.7854449#41.8705675#-87.7854449,120409,115
26.1384105#-98.3327866#26.1384105#-98.3327866,120409,131
31.7306042#-111.0544619#31.7306042#-111.0544619,120409,136
34.31395#-83.80873#34.31395#-83.80873,119716,123
38.4610188#-82.716756#38.4610188#-82.716756,119716,126
26.5148584#-99.1162062#26.5148584#-99.1162062,119716,128
43.0779789#-87.8899169#43.0779789#-87.8899169,119716,109
38.9462395#-74.9412079#38.9462395#-74.9412079,119716,113
35.5609985#-92.6657295#35.5609985#-92.6657295,119716,128
40.5171956#-74.2139906#40.5171956#-74.2139906,119716,128
35.8185613#-106.2018755#35.8185613#-106.2018755,119716,148
42.4724094#-76.4601243#42.4796874#-76.4509829,119364,133
42.4796874#-76.4509829#42.4724094#-76.4601243,119364,124
41.6542527#-73.1973553#41.6542527#-73.1973553,119025,129
31.3904516#-110.2392496#31.3904516#-110.2392496,119025,130
28.2475944#-82.6925683#28.2475944#-82.6925683,119025,127
45.3557114#-93.3538663#45.3557114#-93.3538663,118336,117
42.4625889#-76.4269153#42.4625889#-76.4269153,118336,137
39.2600377#-75.4642296#39.2670818#-75.4695511,117780,110
39.2670818#-75.4695511#39.2600377#-75.4642296,117780,151
42.0802922#-70.2195454#42.0802922#-70.2195454,117649,113
40.8045802#-77.8431934#40.8045802#-77.8431934,117649,128
42.4553627#-78.60327#42.4553627#-78.60327,117649,137
30.3107177#-97.77493#30.3107177#-97.77493,116964,135
41.9253983#-72.1077347#41.9253983#-72.1077347,116964,109
36.9998537#-121.6660362#36.9998537#-121.6660362,116964,124
38.234489#-81.5447009#38.234489#-81.5447009,116964,133
39.7486859#-75.1517195#39.7486859#-75.1517195,116964,147
41.1754303#-73.1032485#41.1754303#-73.1032485,116281,116
35.9641742#-78.9434597#35.9641742#-78.9434597,116281,104
37.1318557#-80.5737305#37.1318557#-80.5737305,115600,112
40.7771162#-73.9695739#40.7795361#-73.9678896,115128,122
40.7795361#-73.9678896#40.7771162#-73.9695739,115128,116
36.9751531#-122.0582042#36.9751531#-122.0582042,114921,136
37.9956216#-122.9782104#37.9956216#-122.9782104,114921,144
33.9001498#-83.3857394#33.9001498#-83.3857394,114921,128
39.1124073#-123.1889513#39.1124073#-123.1889513,114244,116
40.7790872#-73.9657116#40.7715482#-73.9724819,113804,128
40.7715482#-73.9724819#40.7790872#-73.9657116,113804,128
36.8119469#-121.7887588#36.8119469#-121.7887588,113569,132
46.769001#-84.9530029#46.769001#-84.9530029,113569,121
30.4057#-81.4043#30.4057#-81.4043,113569,131
40.7025698#-74.0493536#40.7025698#-74.0493536,113569,127
39.2567721#-76.7376807#39.2567721#-76.7376807,112896,125
27.8225556#-82.6305288#27.8225556#-82.6305288,112896,129
39.1829051#-76.8410397#39.1829051#-76.8410397,112225,134
32.8178367#-116.9244218#32.8178367#-116.9244218,112225,122
29.3735739#-95.6230259#29.3735739#-95.6230259,111556,115
41.2619859#-72.5548234#41.2624206#-72.5534105,111280,127
41.2624206#-72.5534105#41.2619859#-72.5548234,111280,134
38.7227389#-77.0769222#38.7227389#-77.0769222,110889,137
33.4349254#-84.6987882#33.4349254#-84.6987882,110224,116
33.7391155#-96.776247#33.7391155#-96.776247,110224,115
32.7842795#-97.1266181#32.7842795#-97.1266181,110224,124
35.633465#-82.55752#35.633465#-82.55752,110224,123
41.7857131#-87.5829649#41.7857131#-87.5829649,109561,135
41.0220669#-73.6348352#41.0220669#-73.6348352,109561,105
30.1515653#-84.1473314#30.1515653#-84.1473314,109561,120
26.375442#-81.6040206#26.375442#-81.6040206,109561,115
26.4276#-82.0819#26.4276#-82.0819,108900,99
36.0187243#-78.8841314#36.0187243#-78.8841314,108900,114
41.4799232#-71.2431946#41.4799232#-71.2431946,108241,126
35.878933#-83.9742#35.878933#-83.9742,108241,102
29.5564888#-94.3925314#29.5611021#-94.390117,108145,119
29.5611021#-94.390117#29.5564888#-94.3925314,108145,141
40.7715482#-73.9724819#40.7765867#-73.9722392,107619,119
40.7765867#-73.9722392#40.7715482#-73.9724819,107619,123
40.8995168#-74.1791808#40.8995168#-74.1791808,106929,105
33.802#-106.88#33.802#-106.88,106929,134
36.5303045#-87.3234353#36.5303045#-87.3234353,106929,126
43.0413553#-89.4290972#43.0413553#-89.4290972,106276,134
34.1589605#-84.536444#34.1589605#-84.536444,106276,111
35.8851799#-106.295262#35.8851799#-106.295262,106276,112
36.9908495#-122.0011863#36.9908495#-122.0011863,105625,98
30.0878014#-81.7009154#30.0878014#-81.7009154,105625,122
28.5753263#-80.9966826#28.5753263#-80.9966826,105625,128
40.7662497#-73.9743751#40.7715482#-73.9724819,105145,104
40.7715482#-73.9724819#40.7662497#-73.9743751,105145,112
37.7381243#-122.3725462#37.7381243#-122.3725462,104976,125
39.7483242#-75.6191218#39.7483242#-75.6191218,104329,102
43.0727752#-89.4847584#43.0727752#-89.4847584,104329,125
26.1636426#-80.098561#26.1636426#-80.098561,104329,143
33.9733094#-117.3281586#33.9733094#-117.3281586,104329,131
40.7778421#-73.9679231#40.7771162#-73.9695739,104304,125
40.7771162#-73.9695739#40.7778421#-73.9679231,104304,134
38.9391024#-74.9631287#38.9328558#-74.9579416,104244,114
38.9328558#-74.9579416#38.9391024#-74.9631287,104244,124
34.1163525#-84.3557739#34.1163525#-84.3557739,103684,125
